brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1372,6099,47.27,4.2,303
WROGN,Men Slim Fit Mid-Rise Jeans,839,2399,0.65,4.2,303
Cantabil,Men Cotton Regular Fit Jeans,949,3799,0.75,3.9,27
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Aeropostale,Men Tapered Fit Jeans,1379,2999,0.54,4.4,24
Cantabil,Men Stretchable Jeans,899,3599,0.75,3.7,23
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.7,23
HIGHLANDER,Men Straight Fit Cotton Jeans,799,2499,17,3.7,23
max,Men Heavy Fade Jeans,749,1499,0.5,3.7,11
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,749,1499,0.5,3.7,11
HERE&NOW,Men Slim Fit Ripped Jeans,924,2499,0.63,3.9,76
HIGHLANDER,Men Relaxed Fit Jeans,1208,3099,0.61,2.5,8
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
HERE&NOW,Men Stretchable Jeans,769,2099,13.3,3.7,35
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,769,2099,13.3,3.7,35
Roadster,Men Loose Fit Jeans,571,2599,0.78,3.9,46
Mast & Harbour,Men Slim Fit Jeans,712,2299,0.69,4.2,70
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Roadster,Men Skinny Fit Jeans,599,1499,0.6,4,1500
Roadster,Men Mid-Rise Slim Fit Jeans,594,1699,0.65,4.4,27
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.4,27
V-Mart,Men Mid-Rise Cotton Jeans,649,999,0.35,4.4,27
Mast & Harbour,Men Skinny Fit Jogger Jeans,782,2699,0.71,3.8,623
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
glitchez,Men Straight Fit Jeans,545,1399,0.61,3.9,62
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
LOCOMOTIVE,Men Tapered Fit Jeans,449,2499,0.82,4,911
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
The Indian Garage Co,Men Slim Fit Stretchable Jeans,939,2349,0.6,4,86
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,939,2349,0.6,4,86
max,Men Heavy Fade Jeans,899,1499,0.4,3.9,31
Roadster,Men Skinny Fit Jeans,873,1899,0.54,4,1100
Hardsoda by The Indian Garage Co,Men Plus Size Slim Fit Jeans,1033,2649,0.61,4.7,11
Kook N Keech,Men Cotton Straight Fit Jeans,863,2699,0.68,4,66
Kotty,Men Slim Fit Low-Rise Jeans,799,1999,0.6,3.1,438
Roadster,Pure Cotton Straight Fit Jeans,571,2599,0.78,3.6,57
Roadster,Men Skinny Fit Jeans,493,1899,0.74,3.6,771
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,965,2299,0.58,4.5,53
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Mast & Harbour,Men Slim Fit Low-Rise Jeans,985,2899,0.66,3.8,8
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,985,2899,0.66,3.8,8
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Roadster,Men Relaxed Fit Jeans,569,1499,0.62,4.1,61
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,1174,2499,0.53,4,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
glitchez,Men Straight Fit Jeans,747,1699,0.56,4.2,153
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,747,1699,0.56,4.2,153
Roadster,Men Bootcut Jeans,531,1899,0.72,4.1,102
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1829,2999,0.39,4,63
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Lee,Men Relaxed Fit Jeans,1461,3399,0.57,4.1,28
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.1,28
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1080,2299,0.53,4.4,58
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1080,2299,0.53,4.4,58
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Urbano Fashion,Men Relaxed Fit Cotton Jeans,1079,2399,0.55,3.6,27
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Aeropostale,Relaxed Fit Pure Cotton Jeans,1247,3199,0.61,3.8,31
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2099,3499,0.4,3.7,124
Roadster,Men Straight Fit Jeans,554,1499,0.63,3.6,61
Mast & Harbour,Men Stretchable Tapered Jeans,1019,1999,0.49,3.9,447
Levis,Men 511 Slim Fit Jeans,1349,2999,0.55,4.3,36
Aeropostale,Men Relaxed Fit Jeans,1220,3299,0.63,4.3,20
Roadster,Men Straight Fit Jeans,599,1499,0.6,3.7,74
glitchez,Men Regular Fit Jeans,637,2199,0.71,3.7,139
StyleCast,Men Relaxed Fit Jeans,869,2899,0.7,2.8,23
Being Human,Men Solid Slim Fit Jeans,1319,3299,0.6,4.5,11
Celio,Men Slim Fit Cotton Jeans,1349,2999,0.55,4.4,11
Wrangler,Men Straight Fit Jeans,1311,3199,0.59,4.5,46
Mufti,Men Straight Fit Jeans,1294,3499,0.63,4.3,25
Lee,Men Cotton Slim Fit Jeans,1246,2899,0.57,4.3,29
U.S. Polo Assn. Denim Co.,Men Henry Skinny Fit Jeans,1080,2299,0.53,3.9,39
WROGN,Anti Fit Pure Cotton Jeans,1343,2399,0.44,3.8,65
Roadster,Men Straight Fit Cotton Jeans,759,1999,0.62,3.8,65
HIGHLANDER,Mid Rise Tapered Fit Jeans,1025,2699,0.62,4,52
Roadster,Men Straight Fit Jeans,474,1899,0.75,3.5,164
Flying Machine,Men Slim Fit Jeans,1439,1999,0.28,3.6,17
glitchez,Men Wide Leg Jeans,494,1499,0.67,3.6,17
SPYKAR,Light Fade Stretchable Jeans,1139,2999,0.62,4.3,47
HERE&NOW,Men Tapered Fit Jeans,799,2499,0.68,3,85
Being Human,Men Slim Fit Mid Rise Jeans,1074,2499,0.57,4.6,22
HIGHLANDER,Men Relaxed Fit Jeans,883,2599,0.66,4,166
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
WROGN,Men Skinny Fit Mid-Rise Jeans,699,1999,0.65,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,699,1999,0.65,4.2,42
WROGN,Men Slim Fit Mid-Rise Jeans,769,2199,0.65,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
Lee,Men Skinny Fit Low-Rise Jeans,1461,3399,0.57,4.1,81
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1461,3399,0.57,4.1,81
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Jack & Jones,Men Skinny Fit Jeans,1124,2499,0.55,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1124,2499,0.55,4.2,130
Basics,Men Super Skinny Fit Jeans,1399,1999,0.3,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Roadster,Men Relaxed-Fit  Jeans,874,2499,0.65,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Kook N Keech,Men Loose Fit Jeans,783,1599,0.51,3.4,97
Snitch,Men Skinny Fit Jeans,1259,1799,0.3,4,21
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Light Fade Stretchable Jeans,1343,2399,0.44,3.9,166
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1343,2399,0.44,3.9,166
HIGHLANDER,Men Straight Fit Jeans,607,1599,0.62,3.9,677
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,1315,2799,0.53,3.7,7
Being Human,Men Slim Fit Jeans,1091,2799,0.61,4.8,6
HIGHLANDER,Men Tapered Fit Jeans,634,2349,0.73,3.6,40
HIGHLANDER,Men Straight Fit Jeans,790,2549,0.69,3.6,156
Being Human,Men Clean Look Slim Fit Jeans,1079,2699,0.6,4.1,33
WROGN,Men Straight Fit Jeans,1231,2199,0.44,4.1,81
Roadster,Men Skinny Fit Jeans,479,1499,0.68,3.9,469
Roadster,Men Baggy Fit Jeans,879,2199,0.6,3.6,82
Being Human,Men Slim Fit Jeans,1183,3199,0.63,4.2,60
Roadster,Men Cotton Jeans,479,1999,0.76,4,74
HIGHLANDER,Men Bootcut Mid-Rise Jeans,831,2599,0.68,3.6,25
Flying Machine,Men Slim Fit Stretchable Jeans,1439,1999,0.28,4.4,20
Lee,Men Stretchable Jeans,1418,3299,0.57,4.3,43
Roadster,Men Regular Fit Jeans,519,2599,0.8,3.6,41
Roadster,Relaxed Pure Cotton Jeans,519,2599,0.8,3.5,61
WROGN,Men Anti Fit Mid-Rise Jeans,1399,2499,0.44,4.5,129
glitchez,Men Skinny Fit Jeans,519,1999,0.74,3.8,83
Mast & Harbour,Men Tapered Fit Jeans,695,2399,0.71,4,52
Kook N Keech,Men wide leg Fit Jeans,687,1599,0.57,4,59
Celio,Men Jean Stretchable Jeans,1349,2999,0.55,4.2,23
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1349,2999,0.55,4,87
Mufti,Men Slim Fit Stretchable Jeans,1332,4299,0.69,4,53
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
BEAT LONDON by PEPE JEANS,Men Super Skinny Fit Jeans,1299,2599,13,4.1,162
Being Human,Men Slim Fit Jeans,1052,2699,0.61,3.9,38
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1052,2699,0.61,3.9,38
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
DAGERRFLY,Men Relaxed Fit Jeans,1259,1399,0.1,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1259,1399,0.1,4.2,42
Being Human,Men Crop Jeans,1257,3399,0.63,3.7,27
Mufti,Men Slim Fit Heavy Fade Jeans,1220,3299,0.63,4.1,13
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Bene Kleed,Men Straight Fit Cotton Jeans,991,3199,0.69,4.3,6
glitchez,Men Stretchable Baggy Jeans,703,2199,0.68,4,48
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,48
FREAKINS,Men Baggy Fit Jeans,1199,6099,49,4,48
Celio,Men Slim Fit Cotton Jeans,1199,2999,0.6,4.7,6
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1199,2999,0.6,4.7,6
Passion,Mid Rise Cotton Jeans,1199,2949,17.5,3.9,13
BEAT LONDON by PEPE JEANS,Men Slim Fit Jeans,1199,2399,0.5,4.5,48
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
The Indian Garage Co,Men Slim Fit Jeans,769,2749,0.72,4,46
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,769,2749,0.72,4,46
HIGHLANDER,Men Tapered Fit Jeans,917,1799,0.49,4,1100
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Harvard,Men Tapered Relaxed Fit Jeans,743,2399,0.69,3.4,68
Roadster,Men Cotton Coloured Jeans,571,2599,0.78,3.7,55
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Urbano Plus,Men Stretchable Jeans,1101,1899,0.42,4.3,20
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Lee,Men Skinny Fit Light Fade Jean,1418,3299,0.57,4,14
WROGN,Men Slim Fit Jeans,1399,2499,0.44,4,632
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1399,2499,0.44,4,632
Integriti,Men Skinny Fit Mid-Rise Jeans,1019,2999,0.66,4,6
Roadster,Relaxed Fit Cotton Jeans,799,1999,0.6,4.2,60
Mast & Harbour,Men Tapered Fit Jeans,1271,2399,0.47,3.9,52
U.S. Polo Assn. Denim Co.,Men Slim Straight Fit Jeans,1268,2699,0.53,4.2,23
Harvard,Washed Effect Mid-Rise Jeans,1264,2299,0.45,3.9,56
Roadster,Men Skinny Fit Jeans,434,1499,0.71,3.8,2800
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1174,2499,0.53,4.3,28
StyleCast x Revolte,Men Wide Leg Jeans,1169,3899,0.7,3.5,6
Flying Machine,Men Tapered Fit Jeans,1169,3899,0.7,3.5,6
Being Human,Men Slim Fit Clean Look Jeans,1169,2999,0.61,3.5,6
HIGHLANDER,Men Bootcut Jeans,650,3099,0.79,3.5,6
Flying Machine,Men Tapered Fit Jeans,1655,2299,0.28,4.3,86
Being Human,Men Slim Fit Jeans,1109,2999,0.63,3.8,143
Mast & Harbour,Men Skinny Fit Jeans,719,1999,0.64,3.7,243
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Voi Jeans,Men Mid Rise Regular Fit Jeans,1294,3699,0.65,3.3,6
Being Human,Men Slim Fit Jeans,1329,3499,0.62,4.3,16
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1329,3499,0.62,4.3,16
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Roadster,Men Pure Cotton Wide Leg Jeans,774,2499,0.69,3.4,95
Roadster,Men Baggy Fit Jeans,549,2199,0.75,3.9,36
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42
Mufti,Men Skinny Fit Mid-Rise Jeans,1270,4099,0.69,4.1,102
HERE&NOW,Men Mid-Rise Clean Look Jeans,1268,2699,0.53,4.1,102
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Cantabil,Men Jeans,949,3799,0.75,3.6,12
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.6,12
Aeropostale,Men Relaxed Fit Jeans,1253,3299,0.62,4.4,24
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1253,3299,0.62,4.4,24
WROGN,Men Skinny Fit Jeans,1231,2199,0.44,4.3,108
Parx,Men Skinny Fit Jeans,1176,2799,0.57,4.3,7
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Being Human,Men Slim Fit Jeans,1259,3499,0.64,4.1,75
WROGN,Men Slim Fit Light Fade Jeans,909,2599,0.65,3.9,12
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.9,12
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,3.9,12
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Roadster,Men Skinny Fit Jeans,461,2199,0.79,3.7,4800
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.7,4800
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
KETCH,Men Straight Fit Jeans,689,1749,10.6,3.5,174
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Flying Machine,Men Skinny Fit Jeans,1127,2399,0.53,4.2,22
Jack & Jones,Men Mid Rise Slim Jeans,1124,2499,0.55,3.8,23
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
John Pride,Men Plus Size Light Fade Jeans,1119,2799,0.6,4.4,21
SPYKAR,Men Skinny Fit Low-Rise Jeans,1119,3199,0.65,4.1,17
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1119,3199,0.65,4.1,17
Mufti,Men Heavy Fade Jeans,1257,3399,0.63,4.2,63
Roadster,Men Wide Leg Cotton  Jeans,499,2499,0.8,3.5,92
Roadster,Men Relaxed Fit Jeans,599,1499,0.6,3.9,55
Mast & Harbour,Men Stretchable Jeans,1271,2399,0.47,3.8,52
Mast & Harbour,Slim Fit Stretchable Jeans,753,2599,0.71,4,68
Flying Machine,Men Slim Fit Jeans,1239,1999,0.38,4.1,226
Roadster,Men Cotton Straight Fit Jeans,1209,2199,0.45,3.9,159
Roadster,Men Skinny Fit Jeans,725,2199,0.67,3.7,1200
glitchez,Men Straight Fit Jeans,527,1599,0.67,4.1,81
HIGHLANDER,Men Straight Fit Jeans,887,2399,0.63,3.7,115
Roadster,Men Slim Fit Jeans,464,1499,0.69,3.7,1400
Being Human,Men Slim Fit Jeans,1199,2999,0.6,4.2,5
Harvard,Men Cotton Straight Fit Jeans,867,2799,0.69,3.9,70
HIGHLANDER,Men Tapered Fit Jeans,857,2599,0.67,3.5,68
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Being Human,Men Slim Fit Jeans,1049,2499,0.58,3.4,8
Mast & Harbour,Men Straight Fit Jeans,999,2499,0.6,4.1,74
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,999,2499,0.6,4.1,74
Crimsoune Club,Men Skinny Fit Jeans,999,2499,0.6,3.6,5
Thomas Scott,Men Heavy Fade Cotton Jeans,999,3329,23.3,4.3,37
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
BEAT LONDON by PEPE JEANS,Men BARDEN Vapour Slim Jeans,999,1999,0.5,3.7,26
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Kook N Keech,Men Tapered Fit Jeans,991,1599,0.38,3.4,62
WROGN,Men Slim Fit Mid-Rise Jeans,979,2799,0.65,3.8,58
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,979,2799,0.65,3.8,58
WROGN,Men Slim Fit Stretchable Jeans,979,2799,0.65,3.9,66
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
HIGHLANDER,Men Slim Fit Jeans,721,1899,0.62,4.1,335
Lee,Men Skinny Fit Mid-Rise Jeans,1418,3299,0.57,3.9,48
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.9,48
Roadster,Men Slim Fit Mid Rise Jeans,704,1499,0.53,3.4,13
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,704,1499,0.53,3.4,13
Kook N Keech,Men Bootcut Jeans,701,1299,0.46,3.5,92
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Lee,Men Stretchable Jeans,1461,3399,0.57,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1461,3399,0.57,4.2,130
WROGN,Men Pure Cotton Loose Jeans,1391,2399,0.42,3.5,75
WROGN,Men Cotton Loose Jeans,1391,2399,0.42,3.8,76
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Mufti,Men Skinny Fit Jeans,1332,4299,0.69,4.2,67
Turtle,Tapered Fit Stretchable Jeans,1374,2499,0.45,4.2,5
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
VAN HEUSEN DENIM LABS,Men Super Skinny Fit Jeans,1374,2499,0.45,3.7,27
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Being Human,Men Slim Fit Mid Rise Jeans,1405,3699,0.62,4.5,12
WROGN,Men Straight Fit Jeans,1367,2399,0.43,4.1,88
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1367,2399,0.43,4.1,88
HIGHLANDER,Men Tapered Fit Jeans,599,2499,0.76,4,31
Hardsoda by The Indian Garage Co,Men Plus Size Slim Fit Jeans,974,2499,0.61,4.5,42
WROGN,Men Mid-Rise Cargo Fit Jeans,1403,2599,0.46,4.2,201
Banana Club,Men Baggy Fit Jeans,1403,2599,0.46,4.2,201
WROGN,Men Regular Fit Jeans,1399,2499,0.44,4.1,56
Flying Machine,Men Tapered Fit Jeans,1439,1999,0.28,4.4,59
Kook N Keech,Men Straight Fit  Jeans,699,1399,0.5,3.9,67
Kook N Keech,Men wide leg Fit Jeans,927,1599,0.42,3.7,66
Espanshe,Men Cotton Straight Fit  Jeans,1387,2721,0.49,3.7,66
Being Human,Men Clean Look Mid Rise Jeans,1385,3299,0.58,4.2,34
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1385,3299,0.58,3.6,24
Roadster,Men Straight Fit Cotton Jeans,999,2499,0.6,3.6,70
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
SPYKAR,Men Slim Fit Low-Rise Jeans,1253,3299,0.62,4.3,26
SPYKAR,Men Super Skinny Jeans,1154,3299,0.65,4.6,44
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Being Human,Men Slim Fit Jeans,1056,3299,0.67,3.9,80
STUDIO NEXX,Men Jogger Mid-Rise Jeans,879,1999,0.56,3.9,80
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Harvard,Men Bootcut Jeans,1318,2198,0.4,4.2,51
Dennis Lingo,Men Stretchable Cargo Jeans,1312,3749,0.65,4.1,47
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1312,3749,0.65,4.1,47
Wrangler,Men Mid Rise Slim Fit Jeans,1311,3199,0.59,4.3,27
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Lee,Men Skinny Fit Cotton Jeans,1375,3199,0.57,4.2,78
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.2,78
Urbano Plus,Men Bootcut Stretchable Jeans,1310,2299,0.43,3.2,12
HERE&NOW,Men Jeans,869,2199,13.3,4.3,46
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,869,2199,13.3,4.3,46
Kook N Keech,Men Baggy Fit Jeans,866,1699,0.49,3.9,98
BEAT LONDON by PEPE JEANS,Men Slim Fit Low-Rise Jeans,1299,2599,13,3.9,168
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
BEAT LONDON by PEPE JEANS,Men Tapered Vapour Slim Jeans,1299,2399,11,4.1,66
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.1,66
SPYKAR,Men Super Skinny Fit Jeans,1294,3699,0.65,4.2,71
Being Human,Men Slim Fit Jeans,1319,3299,0.6,4,22
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1319,3299,0.6,4,22
WROGN,Men Slim Fit Jeans,1275,2199,0.42,4.3,51
HERE&NOW,Men Mid-Rise Cotton Jeans,1268,2699,0.53,4.3,51
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
FCUK,Men Loose Fit Jeans,1259,3499,0.64,4.4,70
WROGN,Men Skinny Fit Cotton Jeans,1259,3599,0.65,4.4,70
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.4,70
SPYKAR,Men Slim Fit Low-Rise Jeans,1259,3599,0.65,4.3,15
SIMON CARTER LONDON,Men Straight Fit Jeans,1259,3599,0.65,4.3,15
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Numero Uno,Men Slim Fit Jeans,1249,2499,0.5,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Lee,Men Slim Fit Mid-Rise Jeans,1246,2899,0.57,4,108
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1246,2899,0.57,4,108
WROGN,Men Straight Fit Jeans,1343,2399,0.44,4.1,43
Mast & Harbour,Men Wide Leg Fit Jeans,1324,2499,0.47,4,68
Wrangler,Men Skinny Fit Low-Rise Jeans,1311,3199,0.59,4.6,14
Lee,Men Cotton Stretchable Jeans,1375,3199,0.57,4.3,64
WROGN,Men Slim Fit Jeans,1297,2199,0.41,3.5,140
Roadster,Mid Rise Straight Fit Jeans,629,1499,0.58,3.2,18
glitchez,Men Straight Fit Jeans,479,1499,0.68,4,126
Kook N Keech,Men Loose Baggy Fit Jeans,832,1699,0.51,3.5,99
Roadster,Wide Leg Light Fade Jeans,519,2599,0.8,3.5,87
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
FREAKINS,Men Straight Fit Cotton Jeans,1199,4999,0.76,4.7,9
FREAKINS,Men Straight Fit Cotton Jeans,1199,2999,0.6,4.6,8
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1199,2999,0.6,4.6,8
HERE&NOW,Men Back Street Boys Jeans,797,1899,0.58,3.8,413
STUDIO NEXX,Men Mid Rise Stretchable Jeans,794,1499,0.47,4,72
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Hubberholme,Men Pure Cotton Wide Leg Jeans,1189,3399,0.65,4,16
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Roadster,Men Cotton Straight Fit Jeans,791,2199,0.64,4.2,43
HIGHLANDER,Men Tapered Fit Jeans,779,1999,0.61,4.1,60
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,779,1999,0.61,4.1,60
SPYKAR,Slim Fit Low-Rise Jeans,1101,2899,0.62,4.1,60
Parx,Men Skinny Fit Low-Rise Jeans,986,2899,0.65,4.1,60
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
WROGN,Men Slim Fit Stretchable Jeans,1159,1999,0.42,4.2,146
SPYKAR,Men Super Skinny Fit Low-Rise Jeans,1154,3299,0.65,3.8,31
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.8,31
Urbano Fashion,Men Mid-Rise Relaxed Fit Jeans,1149,2299,0.5,3.8,31
Roadster,Men Skinny Fit Mid Rise Jeans,764,1699,0.55,3.8,538
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,764,1699,0.55,3.8,538
Mast & Harbour,Men Relaxed Fit Jeans,1139,3799,0.7,3.8,538
